does this software work with Windows 7 or 8	It works with windows 7.
Does it work with Windows 8?	I don't know about win 8, but I know it's a crappy program for Win 7.
Can I use with Windows 8?	Yes, it installs and works well in Windows 8
Does this software have an NDA (Non-Disclosure Agreement) in it? Thanks, Dave	Yes, there is a non-disclosure agreement, as well as an non-compete agreement.
Does this software have quitclaim deeds, mineral transfer deeds and warranty deeds?	From what I could see, no, it doesn't have anything regarding those specific types of deeds.
does this software also work with windows 7	NO It will not download!
Does it have living trust builder?	Yes
Does this program include codicils?	They have cidicils to wills in case you need to change something.
What is "Jewel Case"?	Simply a plastic case to hold the cd
Stock transactions: Can anyone enlighten me?	Were you able to find out if Turbotax Deluxe includes gains/losses from stocks?
Stock transactions: Can anyone enlighten me?	Were you able to find out if Turbotax Deluxe includes gains/losses from stocks?
Stock transactions: Can anyone enlighten me?	Were you able to find out if Turbotax Deluxe includes gains/losses from stocks?
Do you need to have an internet connection to play this game?	No, you do not.
can dowmload this ?	Yes, We are enjoying the Computer disk.
I have Mac OS X. Will this game work on this computer?	Sorry I no longer have mine so unable to check, it is a pretty good game so wish you well.
Hello, will this work with windows 7?	yes
Will this software work with Windows 8?	Yes, but it is very pixelated.
Will this load on Windows 8.1?	I have it on my windows 8 I don't know about 8.1 but I would think it would work with it as well.
Would it work on my Mac computer? I just want to generate invoices once a month	Not sure if it would, I'm running window XP, but it truly is a great product for the price!
Does this program convert to PDF that can be emailed to vendors?	Yes. The files can be converted to off.
will this program produce daily invoices and weekly/monthly statements for us?	I don't do that, but I think it has that capability.
does it work with windows 7	Yes
does this program on windows 8	Yes it works on Windows 8
does it work with windows 8	Yes I have this it works for me I have windows 8
does it work with windows 8	No idea. I have it installed on Windows 7, 64bits PC, works fine.
Can it print to LightScribe disks?	yes, I have done it many times
Is this program compatible with windows 8.1 and windows vista?	Yes . I am using it on Windows 8.1.
Is it compatable with my HP computer?	Don't know, I can't get it to work with Wdws 8.
does this have a calendar ?	I think so, but I am no sure be cause I got it for a friend.
Is it compatible with windows 7 &amp; 8	It is only compatible with the first early version of 7 not later versions
Works EZdrummer on mavericks and yosemite?	No
does this work with windows 7 also?	It did with mine. I really like it and it's easier to operate.
is this software compatable with Windows XP?	Definitely. Run in compatibility mode.
would this work with Garmin nuvi 2597 LMT ?	Don't really know. Check with Garmin, they should be able to tell you.
Does this cover Spain?	No, we went to Italy and only purchased City Maps for walking. We did not rent a car.
Is this the latest version...2015.40?	Hi Jmfox, This map was purchased online and it is Europe NT 2015.40 Thank you,
does this cover greece and italy	Yes, I have personally used it in Italy and it was very accurate.
is there a version of this program that will work on windows 8?	Not that I know of. However, I did find that my old one for Windows 2000 works on Windows 7.
does this program work on Windows 7 ?	Yes it does I actually have it on my windows 8
Does this have every Captain America in it, is it Volume 1 on or no?	It doesn't have the original 1940's comics. Just the Silver Age and up.
Does this work on Windows 7 home premium	Yes
Is there any app on ios devices that prevents the watermark?	Use Goodreader
Does this include the Spirits of Vengeance books of the 90s?	From the original Marvel Spotlight's of the 1970s to 2006. So, yes.
Does it sport Arabic language ? and does it include flash pro cs3?	It has an arabic font, and no flash pro
can you convert vhs movies to dvd?	Yes. Works fine on a PC. Not so good on a Mac. I have converted many VHS tapes with this item.
can you convert vhs movies to dvd?	Yes. Works fine on a PC. Not so good on a Mac. I have converted many VHS tapes with this item.
can you convert vhs movies to dvd?	Yes. Works fine on a PC. Not so good on a Mac. I have converted many VHS tapes with this item.
can you convert vhs movies to dvd?	Yes. Works fine on a PC. Not so good on a Mac. I have converted many VHS tapes with this item.
will this work onwindows 8	Checkout Draftsite by Dassault, it free and just as good without the aggravation of Autodesk.
will this run on windows 7?	Yes, I am running on Windows 7 and it works fine.
Will I have any problems loading the software on my laptop?	I can't guarantee that you won't. We had no problems installing it on a pc and using it.
How can I know this is a legitimate copy of PS?	i'm curious myself :)
Is the card paper weight 80#?	I don't know the weight but it is heavy. I really like them
What are the measurements? Thanks	5x7
what color is the deckle edge	it's the same color as the paper - cream
do they have a deckle edge?	Yes, it does.
What else have you used since this dosen't exist anymore?	"Chord Pick Out"
MixCraft 4 and Windows 7: Will the software run on this?	I want to know this too and can not find it anywhere!
is microsoft works 9 compatible with windows 8.1	Yes. It works just fine.
Will this work with my Windows 7 Operating sytsem?	Yes it will work on windows seven. I had no problems.
Does it work with Windows 8.1	Yes, I have windows 8.1 and it is working fine. ;)
does this work with windows 8.1 i have a dell touch screen lap top and want works	It works with Windows 8.1
Will the works calendar install and work on a computer with Windows 7 OS?	Yes, it sure will. That is what I have and have never had a problem with it.
does this program work with windows 8?	worked perfectly
Can you print reports, etc?	Yes, reports can be printed. The graphs and the transactions.
Does this disk come with the License Key number?	I actually downloaded from their website and the whole process is online. There was no disk.
does this work with windows 7 or 8?	We have Windows 7, and it works for us. No clues about Windows 8.
will this work on windows 8?	No
Does this item come with the activation code?	I no longer have Vista, so I do not know.
will this compress data?	Sorry we have not used it yet so do not know the answer.
Can I back up one external hard drive to another external hard drive using this software ?	yes
Can you mirror a network drive to a local hard drive?	dont know
How many photo's can you add to a recipe page?	I have not tried to add any photos, so not sure how to answer that.
Is it compatable with Mac?	Sorry, I don't know...it should be under the information on the requirements on Amazon for it
Is this software limited to 1 computer or can it be used on multiple computers?	You can download it to multiple computers
Will this work on Windows 7 Home Premium	I use it with Vista - I think it would be fine with windows 7 too.
I'm using a quicken version from 2001. Will this allow me to import data from that version?	Do not know
Will I be able to print personal check?	Yes, if you have the kind of checks that fit your printer.
What is compatable with windows 8?	Yes
Is Quicken 2008 Deluxe compatible with Windows 7?	Yes it is
Is it compatable with windows 8? Also, is there a downloadable version?	No it's not
i can't install it on my mac	What year is your Mac? This version can only be use on pre-2008 Macs.
Can PhotoShop 6 be loaded onto Windows 8.1?	Not on my Toshiba laptop. have tried but it crashed every time Len Matthews
Does this work with Windows 7?	Far as I can tell, yes...
When this is installed will it play video files from an external hard drive or USB sources?	If your computer recognizes the device, the program will play it.
Does it work on windows 8?	We haven't tested
is this software compatible with Mac OS X Yosemite?	Yes! And this product is fabulous!
Does Magic Movie Screenwriter work with Windows 8? If not, is there a version available that does?	Yes. Mine does and I love it.
is this software compatible with Mac OS X Yosemite?	Yes! And this product is fabulous!
Does Magic Movie Screenwriter work with Windows 8? If not, is there a version available that does?	Yes. Mine does and I love it.
is this software compatible with Mac OS X Yosemite?	Yes! And this product is fabulous!
Does Magic Movie Screenwriter work with Windows 8? If not, is there a version available that does?	Yes. Mine does and I love it.
Can Nero 8 work on multiple computers running Windows 7?	Yes, it does
Does Nero 8 work with Windos 8?	I am tempted to say that NOTHING works with Windows 8 ;) I have not tried it.
does this version read older works files?	Yes Rod it does.
Does this version work with windows 7?	No I don't believe it does.
Can Microsoft Works 2000 be installed on Windows 8?	I tried unsuccessfully to install it on Windows 7, so .......... I doubt it.
Windows 8 and Corel Paint Shop Pro	Windows 8 works with Corel Paint Shop Pro if that's your question.
Any idea how this would perform on System 7, if at all?	No problem running, except for the absolutely crappy job that they did in scanning the material.
will this work with windows 8?	Had no problem; however, the program was finicky about what browser I used.
can this be downloaded and run completely by a tablet? including doing the exercises?	Yes
Does this work on an Android phone?	Yes
Appropriate for a child learning Spanish?	Depends on how old the child is I would say junior high high school yes
Has anyone tried this in pedestrian mode in Paris?	Hello, Not that I known of . Thank you,
will this work on the 52LM 5-Inch Portable Vehicle GPS?	Hello, will not work on latest unites. Thank you,
Are the directions spoken in French or English??	You set which language you want
when driving in france will our garmin nuvi work by plugging into the cigarette lighter of the car?	Yes. There cars run on 12 Volts, same as ours.
Does the garmin nuvi plug into car lighter?	yes, comes with package
2008 or 2007 version: Is the 2008 Microsoft Office Mac Home &amp; Student ed. better than 2007?	2007 runs on Windows. 2008 runs on Mac.
Upgrade to 2008: Has anybody got the upgrade processed from Amazon?	This upgrade was real and available through Microsoft. Unfortunately it has already expired.
Why pay for Ms Office 2008 When you can get it for free?!	Link does not work. Tried it in both I.E. and Firefox.
what is the mail application....entourage?	Yes, Entourage.
will this 2008 version still works on Mac OS X 10.8.3 ? Thanks!	I can't say. I'm only at OS X 10.6.8. Sorry.
does it work on Windows 8.1	No
Does this work on Windows 8?	No it only works on windows xp or windows 7 on Xp mode
does it import files from PrintMaster Platinum 16?	It is supposed to, but so far, I have not successfully imported/modified the older files.
does this work with Mac+	According to the package it is only Windows compatible.
is this version 18.0 or 18.1 ? and does it work with windows 7 ? is this version 18.0 or 18.1 ?	this is version 18.0
Can I use Hallmark Card Studio 2008 Deluxe with Windows 7	yes, I have used it with Windows 7.
will this work on Windows 7	I don't know :( Maybe you can hit up the Hallmark software site and ask them on a contact page
Has anyone tried this software with Windows 8?	No. Sorry. I have windows 7
will they work with a Canon Pixma printer and Windows 8?	Hi Yes, they do. I use a Canon PIXMA and run Windows 8. No problems at all!
Will this work on a Mac computer?	I don't know why it wouldn't, it's just 4X8 photo paper. No software involved.
Does this software work with Windows 8	Karen I don't know. I have not used the software at all. I bought only for the cards.
I have a MacBook Pro 3.1 OS X 10.6.3 Will this version install?	I put it on a Mac book Pro built around 2008. Should be some specs on the Internet.
will it run on mavericks?	Yes, I'm running it on a 2008 unibody MacBook with Mavericks. Works great.
what is the annual cost?	You can renew for 19.95 if you renew from the update pop up in the task bar.
Can use with windows 8.1?	iolo site says Win 8. Not specific re; 8.1 but one would think 8.1 would work as well.
will this work in windows 7 home and windows 7 pro	I'm not sure because I have windows 8
Can I print both sides of the sheet when creating a flyer?	I had problems with the program so never got that far. So far I haven't printed a thing.
does it go well with windows 8.1?	Yes! Works fine with mine
Can the flyers I create be sent by email direct, that is, I do Not want them as an attachment?	Yes
are there templates for postcards	And I have not had time to contact company
Is there a yearly renewal charge?	Yes, but it is not expensive.
Will this work for use on Windows 7 Home Premium 32-Bit?	Yes I use it on Windows 7 Home Premium and it really is effective.. Well worth the buy.
will this work on win8 65bit	It will work on Windows 8 64 bit.
Has anyone tried elements 6 with a G4- sys.10.4 yet?	I have used it on my Mac G4 PowerBook with 10.4.11 - runs fine.
Will elements 6 work with a Mac operating system 10.9?	I don't believe so.
is this good for iMac	Photoelements 6 for the Mac will work for OSX 10.5.2.
How many computers/licenses? How many computers can I install Adobe Photoshop Elements?	im really interested in finding this out also.
Can I keep notes on my phone calls in the contact section?	On the daily page, the right page is blank for TO DO, NOTES, etc.
Can I print a 3' X 5" book?	Don't know, it's a waste of money
Does this program work with Windows 8.1?	Sorry Robert, but I don't know. It works with Windows 7.
can i sync this calendar with my computer and my wife's?	Never tried it. Good luck If you succeed write back and tell me how you did it.
can docs be opened by Windows users	As long as it's saved as a doc. Yes.
Will this work with OX Yosemite 10.10.2?	yes
February 20th? Come on...really? What happened to Apple saying it would be available on Jan 5th?	Apple said that it will ship at the end of January.
will it work with 10.10.1? I need an up-grade to iWeb	Yes
Will it work on OS X 10.6.8?	It does for me.
is this a download?	No, this was the actual disc that was sent to me. I could not find a download version of it.
is this compatible with 10.9.5?	Yes
February 20th? Come on...really? What happened to Apple saying it would be available on Jan 5th?	Apple said that it will ship at the end of January.
will it work with 10.10.1? I need an up-grade to iWeb	Yes
Will it work on OS X 10.6.8?	It does for me.
is this a download?	No, this was the actual disc that was sent to me. I could not find a download version of it.
is this compatible with 10.9.5?	Yes
Will this work on Yosemite OS?	This will not work with the Yosemite OS under a Mac.
does it work on windows 7	yes it does work for 7. One of the games acts funny (one with a blimp)but everything else does good.
Does it include lessons for Dvorak, Left Hand Dvorak, Right Hand Dvorak, and 10-key?	I am not sure. Is there a way to find out?
Does this work for a spanish keyboard? With an &Ntilde;?	Not sure. I believe it probably does. Google the question just to be sure.
do you need a cd drive?	yes you do
Is this 32 bit or 64 bit operating system	Was a 32 bit version for me.
is this a full ver and not an upgrade	yes it is a full version.
Is this a 32bit or 64 bit software?	The software I purchased was 32
Does this work well with Windows 8.1?	Only used with windows 7 so I don't know
Does this software run properly on Windows 7?	No. Did not work. Had to uninstall
I had an older version of MY Labels. This program does do UPC Barcodes?????????????	Just checked and it does do barcodes - both UPC and Postal.
Does this product work on Window 8?	yes. I have windows 8 pro. I have working short time, but work it.
I have a question regarding copyright issues. I want to use this with my classes; can I do this?	Yes, you can use it with your classes.
Can this software work on a Mac?	You will need to have a Windows VM to work on Mac.
Garmin 350: Could I have been given a truck route Garmin?	You may have toll roads checked off in the avoidances part of the settings.
is this leftime map update	no,it is a one time map update
Is this Latin American or European Spanish?	It's Latin american.
Windows 7 compatible?	yes I have Windows 7 to
Does the disc work with MAC or windows only?	Gave as a gift that was requested. IT was for a Windows system.
windows 7?	yes
does it also work with windows 7 and 8	Yes, I have Windows 7
Microphone included? Is a mike included?	No.
Does this work on Windows XP? Does anyone know if it will work on Windows XP?	Yeah, it's compatible with XP. Make sure you have a DVD drive.
Is this compatible with Office 2010	Yes, I use Acrobat Standard 9 with MS Office 2010 Excel and Words.
Is it compatible with Windows Vista	Yes I do believe that it is
How many licenses come with it?	Only 1 license. Software can be loaded on two computers used by license holder.
Is this compatible with Office 2007?	Yes, I'm running MS Office 2007 and Windows 7.
Can you use this version to redact text from PDF's?	Yes, but did not do a good job.
is version 9 compatible with Windows 2013?	Don't know of Windows 2013 but am using it on W7.
May this program be installed on a desktop computer along with a laptop computer (same purchaser).	I'm not sure. You might have to purchase a separate license from Adobe.
Is this the FULL VERSION of Adobe Acrobat Professional 9 (IX) and NOT just an upgrade?	I bought it some time ago. It was full version
How many users come with this disk?	only 1
Are these the cassette tapes that fit in the Teddy Ruxpin Bear?	They do not fit the 1984 version only the newer version.
Is this cartridge for the original 1980's Teddy Ruxpin, not the cassette tape later version	It is for the new Teddy Ruxpin, the 2006 version.
Will it work on WINDOWS 7 ?	I have installed Encyclopedia Britannica 2009 Deluxe on Windows 7 and it works very well.
Will it work on Windows 7	I have Windows 8; it works perfectly.
ArtRage vs Painter: Which is better Painter or ArtRage?	You can download Artrage from their website directly and give it a try.
Does it work with the Kindle Fire?	I do n ot know I don't have a Kindle of any version.
Takai ne: Why is this so expensive.	Demo, nihongo no kurasu wa ikura desu ka? kurasu no hou ga purogramu yori takai desu.
I have the macbook on 10.5.8 with intel processor. I want to update that I have to do?	Snow Leopard and Mountain Lion require an Intel processor. You can get details at the Apple website.
Will it work with windows xp and vista?	Yes, it works with Windows XP and Vista.
Does this software work with a newer apple computer?	Absolutely. Works with current generation Apple hardware and software
is it good for windows 7	Yes that is what I am using it on.
does this work with 64 bit windows 7	i have it on my XP and it works fine. Can't help you except for this. Sorry.
Can you operate Windows Media Player and Windows Photo Gallery with this software?	Yes
Does this work on Windows 7? Has anyone had problems installing this on Windows 7?	I also want to know if it works with windows 7 thanks
can you use it with windows 7	Yes. I have windows 7 and it works fine.
Does it have button templates?	No it does not.
Free Lifetime Membership here?	You were right the first time. Your $89 only lasts for a year, not a lifetime.
how long is the USB cable?	The one I have the cable is 69". Add another 6" for the unit.
does this have a fire wire port?	No, it only has an usb port. This is an old model (outdated version) I bought his few years back.
does this work on windows7	yes, it works on both windows 7 and 8.
Does this work for Super Nintendo capturing?	I believe it will transfer any analog signal, as long as your SNES has the proper connections
what version is the Pinnancle Studio	Version 12.1
Can the program run on OS 7 platform?	Yes it does.
can i customize it to keep track of customer orders and sale?	Yes you can
Do you know if it would work for windows 8?	Yes it does.
Stabilize Video: Is there any such a feature in this Vegas Program?	No, not built-in. You can buy a third-party plug-in, though.
32 bit: will Sony Vegas Movie Studio Platinum 9 Pro Pack work on a 32 bit computer?	The Demo is 32bit, which means it does have a 32bit version and will work.
Question on Corel Photo Album 7 Deluxe: Is this easy and does it look pretty good......	I have never tried. I use "Face on Body" software. :)
Will Q.2009 work with windows 8? Miclud	Yes
Can I install OS9 onto a blank disk in my MacPro late 2007? Using CCC and make it bootable?	Not unless your operating system is OS 10.4.9 or less.
will this work for os 9.0	although this looked like the correct os9 cd for me, i was unable to download it onto my older mac.
Will this work for os x mountain lion?	No
Will this work on windows 7.	Yes, it will work on Win7. Used it for about 3 years on Win7.
will this work on Windows 8?	Yes... But if you try to send it on the net, better use drop box.
Are the Corel Word Perfect programs able to open Open Office docs?	Yes.
1 user 3 pc license: What do they mean by 1 user but 3 pc license?	They mean you can put the software on up to 3 pc's belonging to the same person at any given time.
does this product run on windows 7?	It should, I am running it on Windows XP Professional an older version without issue.
Manual: Is there an independently-published manual out there?	I've not found one I've looked for one too-- there isn't one.
Corel VideoSudio Pro X2: Will this software allow me to capture the video from these DVDs?	Yes! Importing of DVD clips is included, if not primary, to this software.
will this run with windows 7 64bit?	I am running it on Windows 7 64 bit and works great.
do you have the licence for it (product code)?	Yes Why?
photoshop cs4: Is this photoshop upgrade only for photoshop cs versions?.	I would also like to know this.
Rebate? I don't see any mention of it here... does anyone know about this?	I had to email them in regards to the rebate.. still awaiting a response.
Are the lessons able to be put onto my mp3 player?	Yes you can. It comes with an Audio Companion for MP3 players. I have mine on my iPod.
what is the website's name?	Its http://www.discoverspanish.com/
Is this Latin American Spanish or Spanish from Spain? Thank you!	Latin Spanish
Transfer from TT to TaxCut? Can TaxCut import my date from my 2007 TT files?	Yes, TaxCut can import previous years' TurboTax data.
Anyway to avoid additional state purchase? Anyway around this?	TaxAct.com 13.95 to file BOTH Federal and State!
Schedule K-1: Does anyone know if 2008 TaxCut has been improved?	I would say not much improvement. I'm hitting the same thing :(
Is this for tax year 2008, or am I missing something ?	That is correct. This is for filing 2008 tax returns (year end 12/31/2008).
After you get the scal program do you have to pay any other fees for the program?	None..... Worked perfectly
Does this program work with Cricut Expression v.2.43	Yes it does.
Does this work with expression 2?	No. It does not. It works on the older expression and 6" machines
does it work on mac	It does but if you will have to get a special authorization code from the company
does it work on a mac	This doesn't but you can look for the MAC version is also available in Amazon
Will this work with my Cricut Expressions2 ?	No
Will it run with Windows 7?	Yes it will. I am running Windows 7 Professional 64bit. It runs well.
Can this software make a 3-month or 4-month calendar on a single page?	No, I did not find that format.
First: Is this v.10 the latest Autosketch version? And secondly, will it run on Windows 7?	Yes to both questions. I am also running this version on WIN8.
3D?	I needed only 2D. Don't use it much. Found it easier to write algorithmic images using Matlab.
Will this work with Windows 8?	yes
Can Autosketch 10 work on my Windows 7 64 bit computer?	Yes
after drawing a building detail, what formats can be saved....ie PDF word jpg etc?	All of them. Just use Save As. For PDF use print thenselect PDF.
Is it compatible with windows 8	YES
Viveza version? Can anybody confirm?	Same question for Silver Efex Pro - does this include Version 2?
anyone get a blank installation disk?	No, mine was OK.
Apple Computer compatible? What gives?	Did you ever figure our if the Kindle 2 is compatible with an apple computer? Steven
Does manga studio ex4 work on windows 8	Yes no problems at all.
Works with Window 7? I noticed it doesn't say anywhere that it is compatible with Window 7?	It does. I bought it a while back and it works perfectly with windows 7.
Could this be used to make single drawings?	Yes it can.
I click on install Manga Studio and it doesn't let me. Can you help?	What is your screen saying when you try to click it?
Where's the LONG serial number?	I take it you mean the activation key? It's on a sticker on the disk.
Will this work with Windows 8?	It works with Windows 7 so I don't see why it wouldn't.
does this work for windows 8?	Yes but I'd recommend getting manga studio 5 debut
are there templates in this dl for poses, hair etc?	Not that I've seen
Is this work for a truck driver	Best one I ever had.
Will it work on Windows 8 - is this just one persons view	I am running it on windows 8.1 and it does fine
on windows 8, it seems to hate all games	I use Jack on a Windows 8 computer.
Do you need to be online to use this software, Jack 6.0?	No. Online not required.
Does this program work on a DVD player?	No. It is a PC-based program.
Will this product run on Windows 8	Yes, I have a Lap Top with Windows 8 and I've loaded Jack 5 and it works. Robert Sleadd
Do I have to be connected to the internet after I load the computer with the dvd?	No.
Can Wordperfect 12 work on windows 7	Yes, it works on mine.
will WP12 work on a Windows 8 machine??	I haven't had any problems whatsoever with it on Windows 8.
Does this product include Quatro Pro or an Excel type program?	The version we purchased was WordPerfect 12 only.
What are the major differences between Site Spinner Pro and WebPlus?	I don't know
does this work on windows 8.1	Linda - yes it does.
What are the major differences between Site Spinner Pro and WebPlus?	I don't know
does this work on windows 8.1	Linda - yes it does.
Is Iceland included in the Europe map	I don't know since I was not able to load the map into my GPS
do I need the headset?	Yes
Is Idaho in west 24 k?	You want TOPO US 24K - Mountain North, that has Idaho.
Does this come with a CD, or is it downloaded?	Come with a cd
Does this come with a CD, or is it downloaded?	Come with a cd
does it work on windows 8?	Yes! It is compatible with Windows 8, 7, Vista and XP.
what is the age recomendation for this product? My son is 7. He wants to learn to type. thanks	The box says 8 & up. It is great and it has some fun games that he would enjoy while learning.
does it work on windows 8?	Yes,I use it on windows 8
Yes or no...does this cd work with windows 8.1 ?	Yes. I have Windows 8.1 and it works fine.
can kids use this program?	Yes, definitely. I bought it for my son when he was in 5th or 6th grade.
can you import your own drawings and then paint them with this program?	I don't believe so. We have only used the pictures that are provided by software.
will kid pix 4 run on windows 7 I have the programme on disc and it will not install	According to Staples, where I took it, it will NOT run on this.
Is this pc download? Is there anywhere to download it?	We only have actual disc available. I don't know if there is a downloadable version.
does it work on an apple i-pad	Not that I am aware of
does this work on a MAC?	Yes I believe so, I only installed it on my wife's PC
Does this program run on Vista, 64 bit?	Yes it does.
can this be used with a mac?	Sorry, no it can't. Last version you can use it with is WinXP
Will this work with Windows 8?	Don 't know. Works great on window 7.
Does it work with windows 8?	I do not know if works on Windows 8 because I have loaded on Windows 7.
will it work on windows 8?	It works as well on 8 as it does on 7 and before! It is a great program!
Learning how to use Final Draft, have the software, but no instructions	Hi, go to writersstore.com. They have a video demo; it really helped me.
Which is better overall, Final Draft or Movie Magic Screenwriter?	I've only used Final Draft, but I can't imagine it being any better. It's an excellent program.
Why is windows 7 not listed on the platforms list? Will this work with windows 7	works fine with windows 7
Learning how to use Final Draft, have the software, but no instructions	Hi, go to writersstore.com. They have a video demo; it really helped me.
Which is better overall, Final Draft or Movie Magic Screenwriter?	I've only used Final Draft, but I can't imagine it being any better. It's an excellent program.
Why is windows 7 not listed on the platforms list? Will this work with windows 7	works fine with windows 7
Learning how to use Final Draft, have the software, but no instructions	Hi, go to writersstore.com. They have a video demo; it really helped me.
Which is better overall, Final Draft or Movie Magic Screenwriter?	I've only used Final Draft, but I can't imagine it being any better. It's an excellent program.
Why is windows 7 not listed on the platforms list? Will this work with windows 7	works fine with windows 7
Learning how to use Final Draft, have the software, but no instructions	Hi, go to writersstore.com. They have a video demo; it really helped me.
Which is better overall, Final Draft or Movie Magic Screenwriter?	I've only used Final Draft, but I can't imagine it being any better. It's an excellent program.
Why is windows 7 not listed on the platforms list? Will this work with windows 7	works fine with windows 7
copy old write protected VHS movies to dvd: Can you copy VHS movies that have been write protected?	I have the same question.
windows 7: Will this software be compatible with windows 7?	I am interested ib knowing if it is compatiable with windows 7 too
can I use It directly from my comcorder?	I think everything must go thru their "box"and computer.
Does this product work with Mac OS X Version 10.5.8?	Yes
Does this product work with Mac OS X Version 10.10.3	Not sure. I used it with Mac OS X Version 10.9.5 with no problems.
VHS to MAC DVD. I bought Plain roxio. wrong for mac?	The correct is: Roxio Easy VHS to DVD for Mac. Create DVD from VHS, Hi8 and Video8 tapes
Can vhs tape (rca outlets in vcr) be transfered directly to a mac computer iMoivie file??	Yes, absolutely. I'm doing it as I write you.
Does it work with yosemite	YES
Does this product work with Mac OS X Version 10.5.8?	Yes
Does this product work with Mac OS X Version 10.10.3	Not sure. I used it with Mac OS X Version 10.9.5 with no problems.
VHS to MAC DVD. I bought Plain roxio. wrong for mac?	The correct is: Roxio Easy VHS to DVD for Mac. Create DVD from VHS, Hi8 and Video8 tapes
Can vhs tape (rca outlets in vcr) be transfered directly to a mac computer iMoivie file??	Yes, absolutely. I'm doing it as I write you.
Does it work with yosemite	YES
Is Canada included	Yes, the North America version of nuMaps that I have includes Canada.
does it cover the dominican republic?	No, only US and Canada
Will it work on a kindle fire hdx?	I seriously doubt it. Kindle has a totally different operating system than a PC.
Will it work on a kindle fire hdx?	I seriously doubt it. Kindle has a totally different operating system than a PC.
I have ScanSnap S510 I need this program however can it be updated to run in windows8.1	No
Do you have to have a ScanSnap for this Software?	I do.
Do you have to connect your bank account to it?	No
is this software multi user?	I don't believe so.
Is it compatible with windows 7?	Yes, that 'a what I 'm using it on
work with Win 8.1?	I dont know
Does 2010 Peachtree work with windows 8i?	I don't know. I don't use it. I have windows 8.
is this compatible with XP operating system	yes, it was compatible with xp
can you do bank reconcilliations	You can, but I am not formilar enough with the program to tell you how to do it
Does the MGI Photosuite 4.0 program need a registration key or serial number for installation ?	It has been a long time since I worked with it, but I do not recall that it needed the key or nos. .
Compatible with Win 8?	Sorry I can't help. I run windows 7. and it works on it.
I'm most interested in setting controls for use(can't use after 9pm,etc - only use for 1 hour..??	not this product. You can use your router to achieve this goal.
does it work on laptop computers?	I'd say yes but I wouldn't recommend the product.
will it work for windows 8?	Serene, I don't know. It worked well for me under XP. Richard
I need the Boot CD and Windows 8 compatibility? Is this version 3.2 even though it says 3.0?	Yes, this is version 3.2 (the most current version) and comes directly from Prosoft.
So what version is this? 2.2??	Not user friendly at all. Very hard to use and figure out.
will this "old version" work on a mac 10.6.8?	Yup, that's what I'm running, ver. 10.6.8... on a duel core iMac. Hope that helps.
can I use this on my mac mini	Sorry, don't know the answer to that. Perhaps the Apple tech folks could help you.
Using with a Mackintosh computer? Have you used this software with a Mackintosh computer?	No, go to the FTM website and you will see that it is not listed for MAC.
Upgrade from FTM 11 to 2010? Has anyone made the jump from 11 to 2010?	Sharon, i'm planning to switch from FTM 6.0 to 2010. How has your transition been? Thanks
does this work with a canon 5d mark lll (full frame)?	Yes it does, I own that camera too.
Does Photomatix Pro 4 work with 32 bit processor?	yes it does
Is there a plug-in version compatible with Lightroom 4?	Yes
Do I have to have Photomatix 1 before I have this program? I do not have any HDR software.	No. It does not require an earlier version.
Will this run on Windows 8?	No. ot dpesn't work on Windows 8 don't waste your money.
what is compatible with windows XP?	This worked on my windows 7 computer
dose anyone know if it will work for windows 8.1 i have a new laptop and want to play it on there?	I think this was made for Win Xp, because it will not work on Win Vista
Will this work on a macbook pro?	Mine didn't work AT ALL. Not on my PC. Not on my Mac.
Will it work with window's 8 ?	It didn't work for us.
Does it work for windows 7	No! Don't waste your money.
can you use many time as you want	I believe the directions state 2 or 3 times.
How many computers can be upgraded with this product?	The box says for use on one computer or device.
is this on a dvd and NOT a download? nothing the descriptions says what way it comes	Mine was a DVD
What games no longer run in Windows 7?	I have not seen any games that I own that does not work with Windows 7. Even some really old ones.
will this upgrade from 7 pro?	It will upgrade from Windows 7 Pro
I justo order my Win7, how do I know if is it 32 or 64 bit ????? , any way to know this?	Is this version 64 Bit?
upgrading xp	Upgraded my XP without any problems, with win 7.
How many computers can i upgrade with this version?	Legally just one.
This is the NON-OEM version?	Yes. Also known as the Full version. 32-bit and 64-bit CDs are included.
Does this work with Windows 8?	Please allow up to 48 hours to verify your details. Project Ink Crenshaw
Does this work with windows 7	I have been usimng it for a number of years with wndows7 - xp - and vista. It's agreat program.
Can I. Use it on an I-pad	I don't think so. I would love it if they made an app. for this.
3-user: I know next to nothing about internet security so my question is: What does "3-user" mean?	It can be used on up to three computers.
Does anyone know if this product comes with a Year of protection updates?	Yes, it does.
I would like to know how many licenses come with this version of ACT?	3 licenses
am looking for Act Premium, 64 bit, what do you have that meets that specification?	Hi Sorry but I don't have ant 64 bit items.
DO I need a serial number if I have the original physical disks?	I've always had to enter serial numbers even with physical disks.
If I buy this, will the program include compression or do I buy compression sperately?	The compression software comes with it, which is nice!
Is this Final cut studio 3 full version not academic?	The one I received had everything and was the full version.
Can I crop a video using this software	Yes
Does this software do Video Capturing, also does it come with a Usb to 3 rca phono adapter	No. It doesn't come with any hardware. I is just the software.
Can I crop a video using this software	Yes
Does this software do Video Capturing, also does it come with a Usb to 3 rca phono adapter	No. It doesn't come with any hardware. I is just the software.
Can I crop a video using this software	Yes
